Time,Open,High,Low,Last,Change,%Chg,Volume
"02/10/2021 09:59",31459.05,31459.9,31452.67,31459.57,0.22,0.00%,1241503
"02/10/2021 09:58",31449.83,31462.54,31447.63,31459.35,9.1,+0.03%,787269
"02/10/2021 09:57",31466.08,31467.66,31450.25,31450.25,-15.6,-0.05%,954506
"02/10/2021 09:56",31460.5,31470.23,31460.5,31465.85,3.31,+0.01%,749940
"02/10/2021 09:55",31464.19,31466.84,31458.43,31462.54,-3.06,-0.01%,980708
"02/10/2021 09:54",31470.85,31476.26,31465.3,31465.6,-4.97,-0.02%,761700
"02/10/2021 09:53",31461.25,31471.49,31455.75,31470.57,9.8,+0.03%,1123467
"02/10/2021 09:52",31470.62,31471.42,31456.92,31460.77,-8.64,-0.03%,784357
"02/10/2021 09:51",31479.35,31481.61,31468.38,31469.41,-9.91,-0.03%,1027026
"02/10/2021 09:50",31480.33,31482.62,31472.14,31479.32,-0.54,0.00%,1089347
"02/10/2021 09:49",31462.25,31486.39,31462.25,31479.86,17.5,+0.06%,1242995
"02/10/2021 09:48",31457.74,31462.53,31452.01,31462.36,4.66,+0.01%,1127823
"02/10/2021 09:47",31460.63,31461.6,31454.11,31457.7,-3.42,-0.01%,953834
"02/10/2021 09:46",31475.79,31477.65,31459.23,31461.12,-15.07,-0.05%,1148806
"02/10/2021 09:45",31485.9,31487.47,31476.16,31476.19,-9.83,-0.03%,1196513
"02/10/2021 09:44",31479.15,31486.02,31476.04,31486.02,7.32,+0.02%,982417
"02/10/2021 09:43",31474.98,31486.26,31474.98,31478.7,5.09,+0.02%,1012309
"02/10/2021 09:42",31488,31491.3,31470.56,31473.61,-15.47,-0.05%,1104362
"02/10/2021 09:41",31488.17,31496.11,31486.73,31489.08,2.12,+0.01%,1313112
"02/10/2021 09:40",31486.76,31496.01,31482.04,31486.96,-0.22,0.00%,1361972
"02/10/2021 09:39",31484.54,31489.83,31481.77,31487.18,-0.33,0.00%,1250756
"02/10/2021 09:38",31484.61,31491.72,31482.16,31487.51,4.54,+0.01%,1526099
"02/10/2021 09:37",31482.11,31486.34,31471.44,31482.97,-0.3,0.00%,1210924
"02/10/2021 09:36",31501.78,31505.12,31483.27,31483.27,-18.69,-0.06%,1437069
